,text,line,start_pos,end_pos,file,class,prob,predict
2044,"b. Observations For the SW system, the applicant identified two new programs and four existing programs to manage the effects of loss of material, cracking, and fouling.",94,1445,1614,ano_2001003.txt,,0.9965000152587891,Procedural&Team
2045,"The new programs are: (1) Buried Pipe Inspection, and (2) Heat Exchanger Monitoring.",94,1614,1698,ano_2001003.txt,,0.3382999897003174,Control
2046,"The existing programs are: (1) ASME Section XI, Subsections IWC and IWD; (2) Maintenance Rule; (3) Oil Analysis; and (4) Service Water Integrity Program.",94,1698,1851,ano_2001003.txt,,0.5608000159263611,Control
2047,Detailed reviews of these programs are provided in Section III.D of this report.,94,1851,1931,ano_2001003.txt,,0.4627000093460083,Information
2048,"Line Class JBD is shown on SW license renewal boundary Drawing LRA-M-209, Sheet 2, as being within the boundary of license renewal.",94,1931,2062,ano_2001003.txt,,0.46380001306533813,Management
2050,"-4found that the applicant's aging management review for the SW system, documented in Engineering Report 93-R-1016-06, Revision 1, did not identify line class JBD as requiring an aging management review.",96,0,204,ano_2001003.txt,,0.9174000024795532,Org-Coordination
2051,"During this inspection, the applicant revised Engineering Report 93-R-1016-06, Attachment 1, to include line Class JBD.",96,204,323,ano_2001003.txt,,0.6039999723434448,Control
2052,The team also found that both Attachments 1 and 2 to Engineering Report 93-R-1016-06 did not list SW tubing as requiring an aging management review.,96,323,471,ano_2001003.txt,,0.4724999964237213,Management
2053,"Subsequently, the applicant revised Engineering Report 93-R-1016 to add SW tubing.",96,471,553,ano_2001003.txt,,0.6353999972343445,Control
2054,"The SW system aging management review documented in Engineering Report 93-R-1016-06 identified cracking, loss of mechanical closure integrity, and loss of material as the aging effects of Class 3 pressure retaining components and their integral attachments.",96,553,810,ano_2001003.txt,,0.9950000047683716,Procedural&Team
2055,"Engineering Report 93-R-1016-06 credited ASME Section XI, Subsection IWD inservice inspections for managing these aging effects.",96,810,938,ano_2001003.txt,,0.8284000158309937,Cognition
2056,"However, Subsection IWD specifies visual examinations, which will not reveal loss of material.",96,938,1032,ano_2001003.txt,,0.906499981880188,Procedural&Team
2057,"Therefore, it is the team's position that ASME Section XI, Subsection IWD, alone, would not be effective in managing the aging effects of loss of material in the SW system.",96,1032,1204,ano_2001003.txt,,0.2272000014781952,Information
2058,"The applicant agreed and stated that ASME Section XI, Subsection IWD, together with the Service Water Integrity Program will manage the effect of loss of material.",96,1204,1367,ano_2001003.txt,,0.996399998664856,Procedural&Team
2059,"The applicant subsequently revised Engineering Report 93-R-1016-06 to clearly state that these effects of aging are managed by ASME Section XI, Subsection IWD, together with the Service Water Integrity Program.",96,1367,1577,ano_2001003.txt,,0.8575000166893005,Performance
2060,"License renewal boundary Drawing LRA-M-210 for the SW system showed decay heat and reactor spray pump cooling water lines HCD-47-1½, HCD-48-1½, HCD-49-1½, and HCD-50-1½ as being within the boundary of license renewal.",96,1577,1794,ano_2001003.txt,,0.9994000196456909,Performance
2061,"However, these same lines on SW system license renewal boundary Drawings LRA-M-232 and LRA-M-236 were not shown as being in the license renewal boundary.",96,1794,1947,ano_2001003.txt,,0.37720000743865967,Control
2062,The applicant revised LRA-M-232 and LRA-M-236 to correct the error.,96,1947,2014,ano_2001003.txt,,0.631600022315979,Procedural&Team
2063,"c. Conclusions With the corrections discussed above, the team found that, for this system, the applicant had properly identified the effects of aging and the programs that will manage those effects, in accordance with their license renewal application and the NRC's SER.",96,2014,2284,ano_2001003.txt,,0.6707000136375427,Communication
2065,Low Pressure Injection/Decay Heat Removal System a.,96,2286,2337,ano_2001003.txt,,0.5449000000953674,Control
2066,Scope The team reviewed the license renewal application and the applicant's aging management review (documented in engineering reports) credited for managing aging effects in the low pressure injection/decay heat removal system.,96,2337,2565,ano_2001003.txt,,0.8133000135421753,Procedural&Team
2068,-5also interviewed the responsible system and program engineers and performed a visual examination of accessible portions of the low pressure injection/ decay heat removal system.,98,0,180,ano_2001003.txt,,0.9426000118255615,Procedural&Team
2069,"b. Observations The team, accompanied by the system engineer, conducted visual examination of portions of the low pressure injection/decay heat removal system.",98,180,339,ano_2001003.txt,,0.5407000184059143,Control
2070,The equipment was observed to be in good condition and no evidence of unsatisfactory aging conditions was observed.,98,339,454,ano_2001003.txt,,0.5649999976158142,Control
2071,The license renewal application credited the following aging management programs for maintaining the pressure boundary function of this system.,98,454,597,ano_2001003.txt,,0.7271000146865845,Procedural&Team
2072,These programs are discussed further in Section III.D of this report.,98,597,666,ano_2001003.txt,,0.30390000343322754,Procedural&Team
2073,· The Primary Chemistry Monitoring program is credited with managing the aging effect of material cracking in a borated water environment.,98,666,804,ano_2001003.txt,,0.8919000029563904,Procedural&Team
2074,"ASME Section XI, Subsection IWC inservice inspection is credited with managing the aging effects of loss of material and loss of mechanical closure integrity for carbon steel bolting and external valve parts.",98,804,1012,ano_2001003.txt,,0.8360000252723694,Org-Coordination
2075,The Boric Acid Corrosion Prevention Program is credited with managing the aging effect of loss of material from carbon steel.,98,1012,1137,ano_2001003.txt,,0.9172000288963318,Cognition
2076,The Reactor Building Leak Rate Testing and the Maintenance Rule programs are credited with managing loss of mechanical closure integrity.,98,1137,1274,ano_2001003.txt,,0.7609999775886536,Resources
2081,The Reactor Building Sump Closeout Inspection will manage the effects of loss of material in the reactor building sump.,108,0,119,ano_2001003.txt,,0.32350000739097595,Information
2082,"Primary Chemistry Monitoring, the ASME Section XI, Subsection IWC pressure tests, and the Heat Exchanger Monitoring programs will ensure that the pressure boundary and heat transfer functions of the decay heat cooler heat exchangers are maintained.",108,119,367,ano_2001003.txt,,0.4805999994277954,Control
2083,The Oil Analysis Program will ensure that the pressure boundary and heat transfer functions of the pump lube oil cooler will be maintained.,108,367,506,ano_2001003.txt,,0.5716000199317932,Control
2084,Preventive maintenance inspections will manage the effects of aging of the borated water storage tank.,108,506,608,ano_2001003.txt,,0.3582000136375427,Procedural&Team
2088,"c. Conclusions The team found that, for this system, the applicant had properly identified the effects of aging and the programs that will manage those effects, in accordance with their license renewal application and the NRC's SER.",116,0,232,ano_2001003.txt,,0.8307999968528748,Communication
2090,High Pressure Injection/Makeup and Purification System a.,118,5,62,ano_2001003.txt,,0.4169999957084656,Control
2091,Scope The team reviewed the license renewal application and the applicant's aging management review (documented in engineering reports) credited for managing aging effects in the high pressure injection/makeup and purification system.,118,62,296,ano_2001003.txt,,0.8305000066757202,Procedural&Team
2092,The team also interviewed responsible system and program engineers and performed a visual examination of accessible portions of the system.,118,296,435,ano_2001003.txt,,0.6276000142097473,Procedural&Team
2093,"b. Observations The team, accompanied by the applicant's system engineer, conducted visual examination of portions of the high pressure injection/makeup and purification system.",118,435,612,ano_2001003.txt,,0.3156999945640564,Control
2094,The equipment was observed to be in good condition and no evidence of unsatisfactory aging conditions was observed.,118,612,727,ano_2001003.txt,,0.5649999976158142,Control
2095,The license renewal application credited the following programs with managing the aging effects of the portion of this system that was determined to be in the scope of licence renewal.,118,727,911,ano_2001003.txt,,0.777999997138977,Org-Coordination
2096,These programs are discussed further in Section III.D of this report.,118,911,980,ano_2001003.txt,,0.30390000343322754,Procedural&Team
2097,"· ASME Section XI, Subsection IWC inservice inspection is credited with managing aging effects of this system.",118,980,1090,ano_2001003.txt,,0.8776999711990356,Procedural&Team
2098,The Boric Acid Corrosion Prevention Program is credited with managing loss of material aging for this system.,118,1090,1199,ano_2001003.txt,,0.8870000243186951,Cognition
2099,The Reactor Building Integrated Leak Rate Testing Program is credited for managing the aging effects of the reactor building penetrations.,118,1199,1337,ano_2001003.txt,,0.6177999973297119,Procedural&Team
2100,The Maintenance Rule Program is credited for managing aging effects of this system.,118,1337,1420,ano_2001003.txt,,0.7799999713897705,Procedural&Team
2101,The Oil Analysis Program will maintain the pressure boundary and heat transfer functions of the pump lube oil cooler.,118,1420,1537,ano_2001003.txt,,0.6212000250816345,Control
2106,"c. Conclusions The team found that, for this system, the applicant had properly identified the effects of aging and the programs that will manage those effects, in accordance with their license renewal application and the NRC's SER.",128,0,232,ano_2001003.txt,,0.8307999968528748,Communication
2108,Instrument Air System a.,130,5,29,ano_2001003.txt,,0.25699999928474426,Procedural&Team
2109,Inspection Scope The team reviewed the license renewal application and the applicant's aging management review (documented in engineering reports) credited for managing aging effects in the instrument air system.,130,29,241,ano_2001003.txt,,0.9247000217437744,Procedural&Team
2110,The team also interviewed responsible system and program engineers and performed a visual examination of accessible portions of the system.,130,241,380,ano_2001003.txt,,0.6276000142097473,Procedural&Team
2111,b. Observations The team performed a visual inspection of portions of the instrument air system which were subject to an aging management review.,130,380,525,ano_2001003.txt,,0.4253999888896942,Planning
2112,Equipment appeared to be in good condition and no evidence of unsatisfactory aging conditions was observed.,130,525,632,ano_2001003.txt,,0.498199999332428,Control
2113,"In the license renewal application, the applicant identified two existing programs for managing the effects of aging in the instrument air system: (1) the Instrument Air Quality Program; and (2) the Maintenance Rule Program.",130,632,856,ano_2001003.txt,,0.37880000472068787,Procedural&Team
2114,The Instrument Air Quality Program was credited for managing the effect of loss of material and cracking in instrument air system components which are subjected to a gas-air environment.,130,856,1042,ano_2001003.txt,,0.949999988079071,Org-Coordination
